RecordID_Int,ParcelNumber,SaleDate,SaleAmount,StreetName,StreetNumber,Unit
13806,22A002250,2014-04-30T04:00:00.000Z,280000,BING LN,921,
13807,22A002250,2008-05-02T04:00:00.000Z,251461,BING LN,921,
13808,22A002260,2008-01-22T05:00:00.000Z,664650,BING LN,919,
13809,22A002260,2008-05-08T04:00:00.000Z,323031,BING LN,919,
13810,22A002270,2018-09-07T04:00:00.000Z,360000,BING LN,917,
13811,22A002270,2008-08-01T04:00:00.000Z,291964,BING LN,917,
13812,22A002270,2008-03-26T04:00:00.000Z,672075,BING LN,917,
13813,22A002270,2010-06-15T04:00:00.000Z,323000,BING LN,917,
13814,22A002280,2008-03-26T04:00:00.000Z,672075,BING LN,915,
13815,22A002280,2008-07-16T04:00:00.000Z,284654,BING LN,915,
13816,22A002290,2008-07-22T04:00:00.000Z,266804,BING LN,913,
13817,22A002290,2011-08-12T04:00:00.000Z,255880,BING LN,913,
13818,22A002290,2018-08-23T04:00:00.000Z,0,BING LN,913,
13819,22A002290,2008-03-26T04:00:00.000Z,672075,BING LN,913,
13820,22A002300,2007-02-07T05:00:00.000Z,577600,RAINIER RD,928,
13821,22A002300,2007-07-02T04:00:00.000Z,317990,RAINIER RD,928,
13822,22A002301,2008-07-01T04:00:00.000Z,263200,BING LN,911,
13823,22A002301,2011-08-26T04:00:00.000Z,285000,BING LN,911,
13824,22A002301,2017-05-10T04:00:00.000Z,0,BING LN,911,
13825,22A002301,2008-03-26T04:00:00.000Z,672075,BING LN,911,
13826,22A002310,2013-09-27T04:00:00.000Z,295000,BING LN,909,
13827,22A002310,2008-07-02T04:00:00.000Z,265648,BING LN,909,
13828,22A002310,2008-03-26T04:00:00.000Z,672075,BING LN,909,
13829,22A002320,2008-03-26T04:00:00.000Z,672075,BING LN,907,
13830,22A002320,2018-08-23T04:00:00.000Z,0,BING LN,907,
13831,22A002320,2012-02-08T05:00:00.000Z,0,BING LN,907,
13832,22A002320,2008-07-07T04:00:00.000Z,278158,BING LN,907,
13833,22A002320,2016-02-16T05:00:00.000Z,300050,BING LN,907,
13834,22A002330,2008-03-26T04:00:00.000Z,672075,BING LN,905,
13835,22A002330,2016-06-21T04:00:00.000Z,310000,BING LN,905,
13836,22A002330,2008-07-15T04:00:00.000Z,289990,BING LN,905,
13837,22A002340,2008-03-26T04:00:00.000Z,672075,BING LN,903,
13838,22A002340,2008-06-27T04:00:00.000Z,298900,BING LN,903,
13839,22A002340,2016-06-17T04:00:00.000Z,308000,BING LN,903,
13840,22A002340,2010-05-03T04:00:00.000Z,0,BING LN,903,
13841,22A002350,2013-07-11T04:00:00.000Z,300000,BING LN,901,
13842,22A002350,2008-06-24T04:00:00.000Z,340299,BING LN,901,
13843,22A002350,2008-03-26T04:00:00.000Z,672075,BING LN,901,
13844,22A002360,2008-07-11T04:00:00.000Z,679500,BING LN,900,
13845,22A002360,2008-11-04T05:00:00.000Z,350135,BING LN,900,
13846,22A002360,2010-07-27T04:00:00.000Z,0,BING LN,900,
13847,22A002370,2008-07-11T04:00:00.000Z,679500,BING LN,902,
13848,22A002370,2009-01-05T05:00:00.000Z,266017,BING LN,902,
13849,22A002380,2008-10-31T04:00:00.000Z,273000,BING LN,904,
13850,22A002380,2015-06-24T04:00:00.000Z,293000,BING LN,904,
13851,22A002380,2008-07-11T04:00:00.000Z,679500,BING LN,904,
13852,22A002390,2008-11-07T05:00:00.000Z,299002,BING LN,906,
13853,22A002390,2008-07-11T04:00:00.000Z,679500,BING LN,906,
13854,22A002400,2007-08-02T04:00:00.000Z,335675,RAINIER RD,926,
13855,22A002400,2011-08-04T04:00:00.000Z,323000,RAINIER RD,926,
13856,22A002400,2018-08-28T04:00:00.000Z,359900,RAINIER RD,926,
13857,22A002400,2007-02-07T05:00:00.000Z,577600,RAINIER RD,926,
13858,22A002401,2008-11-21T05:00:00.000Z,299633,BING LN,908,
13859,22A002401,2008-07-11T04:00:00.000Z,679500,BING LN,908,
13860,22A002401,2018-07-02T04:00:00.000Z,220000,BING LN,908,
13861,22A002410,2008-07-11T04:00:00.000Z,679500,BING LN,910,
13862,22A002410,2008-12-01T05:00:00.000Z,276610,BING LN,910,
13863,22A002420,2008-12-08T05:00:00.000Z,280068,BING LN,912,
13864,22A002420,2008-07-11T04:00:00.000Z,679500,BING LN,912,
13865,22A002420,2010-04-22T04:00:00.000Z,0,BING LN,912,
13866,22A002430,2011-12-13T05:00:00.000Z,294500,BING LN,914,
13867,22A002430,2008-11-18T05:00:00.000Z,314484,BING LN,914,
13868,22A002430,2008-07-11T04:00:00.000Z,679500,BING LN,914,
13869,22A002440,2013-05-24T04:00:00.000Z,287000,BING LN,916,
13870,22A002440,2009-02-26T05:00:00.000Z,300990,BING LN,916,
13871,22A002440,2018-08-01T04:00:00.000Z,357500,BING LN,916,
13872,22A002440,2008-07-11T04:00:00.000Z,679500,BING LN,916,
13873,22A002450,2013-08-14T04:00:00.000Z,288500,BING LN,918,
13874,22A002450,2008-08-29T04:00:00.000Z,328416,BING LN,918,
13875,22A002450,2008-05-06T04:00:00.000Z,672075,BING LN,918,
13876,22A002450,2016-05-18T04:00:00.000Z,320000,BING LN,918,
13877,22A002460,2008-09-10T04:00:00.000Z,294994,BING LN,920,
13878,22A002460,2008-05-06T04:00:00.000Z,672075,BING LN,920,
13879,22A002470,2008-05-06T04:00:00.000Z,672075,BING LN,922,
13880,22A002470,2018-06-19T04:00:00.000Z,348600,BING LN,922,
13881,22A002470,2012-03-13T04:00:00.000Z,0,BING LN,922,
13882,22A002470,2008-08-22T04:00:00.000Z,307146,BING LN,922,
13883,22A002470,2013-11-01T04:00:00.000Z,280000,BING LN,922,
13884,22A002480,2008-09-04T04:00:00.000Z,307896,BING LN,924,
13885,22A002480,2012-07-27T04:00:00.000Z,285000,BING LN,924,
13886,22A002480,2008-05-06T04:00:00.000Z,672075,BING LN,924,
13887,22A002490,2008-08-26T04:00:00.000Z,264728,BING LN,926,
13888,22A002490,2008-05-06T04:00:00.000Z,672075,BING LN,926,
13889,22A002500,2007-07-05T04:00:00.000Z,355395,RAINIER RD,924,
13890,22A002500,2007-02-07T05:00:00.000Z,577600,RAINIER RD,924,
13891,22A002501,2008-09-09T04:00:00.000Z,270350,BING LN,928,
13892,22A002501,2008-05-06T04:00:00.000Z,672075,BING LN,928,
13893,22A002510,2008-08-26T04:00:00.000Z,267557,BING LN,930,
13894,22A002510,2008-05-06T04:00:00.000Z,672075,BING LN,930,
13895,22A002510,2014-05-05T04:00:00.000Z,287500,BING LN,930,
13896,22A002520,2008-09-16T04:00:00.000Z,290192,BING LN,932,
13897,22A002520,2018-06-28T04:00:00.000Z,0,BING LN,932,
13898,22A002520,2008-05-06T04:00:00.000Z,672075,BING LN,932,
13899,22A002530,2008-08-27T04:00:00.000Z,311700,BING LN,934,
13900,22A002530,2008-05-06T04:00:00.000Z,672075,BING LN,934,
13901,22A002540,2016-04-28T04:00:00.000Z,300600,RAINIER RD,735,
13902,22A002540,2014-05-27T04:00:00.000Z,317500,RAINIER RD,735,
13903,22A002540,2009-02-19T05:00:00.000Z,324997,RAINIER RD,735,
13904,22A002540,2008-10-14T04:00:00.000Z,686925,RAINIER RD,735,
13905,22A002550,2009-03-03T05:00:00.000Z,283572,RAINIER RD,733,
13906,22A002550,2008-10-14T04:00:00.000Z,686925,RAINIER RD,733,
13907,22A002560,2009-02-12T05:00:00.000Z,261483,RAINIER RD,731,
13908,22A002560,2008-10-14T04:00:00.000Z,686925,RAINIER RD,731,
13909,22A002560,2018-05-23T04:00:00.000Z,340000,RAINIER RD,731,
13910,22A002560,2014-03-17T04:00:00.000Z,0,RAINIER RD,731,
13911,22A002570,2013-03-22T04:00:00.000Z,267800,RAINIER RD,729,
13912,22A002570,2009-04-01T04:00:00.000Z,274078,RAINIER RD,729,
13913,22A002570,2008-10-14T04:00:00.000Z,686925,RAINIER RD,729,
13914,22A002580,2013-09-20T04:00:00.000Z,280000,RAINIER RD,727,
13915,22A002580,2009-02-13T05:00:00.000Z,295750,RAINIER RD,727,
13916,22A002580,2008-10-14T04:00:00.000Z,686925,RAINIER RD,727,
13917,22A002590,2009-02-04T05:00:00.000Z,262727,RAINIER RD,725,
13918,22A002590,2008-10-14T04:00:00.000Z,686925,RAINIER RD,725,
13919,22A002590,2010-03-31T04:00:00.000Z,285000,RAINIER RD,725,
13920,22A002600,2007-02-07T05:00:00.000Z,577600,RAINIER RD,922,
13921,22A002600,2007-07-17T04:00:00.000Z,335465,RAINIER RD,922,
13922,22A002601,2009-02-05T05:00:00.000Z,262893,RAINIER RD,723,
13923,22A002601,2008-10-14T04:00:00.000Z,686925,RAINIER RD,723,
13924,22A002610,2009-02-04T05:00:00.000Z,265800,RAINIER RD,721,
13925,22A002610,2008-10-14T04:00:00.000Z,686925,RAINIER RD,721,
13926,22A002620,2008-10-14T04:00:00.000Z,686925,RAINIER RD,719,
13927,22A002620,2009-02-06T05:00:00.000Z,315812,RAINIER RD,719,
13928,22A002630,2008-11-24T05:00:00.000Z,686925,RAINIER RD,717,
13929,22A002630,2009-05-18T04:00:00.000Z,274300,RAINIER RD,717,
13930,22A002640,2009-04-02T04:00:00.000Z,275515,RAINIER RD,715,
13931,22A002640,2008-11-24T05:00:00.000Z,686925,RAINIER RD,715,
13932,22A002650,2014-07-31T04:00:00.000Z,299900,RAINIER RD,713,
13933,22A002650,2008-11-24T05:00:00.000Z,686925,RAINIER RD,713,
13934,22A002650,2009-04-02T04:00:00.000Z,281540,RAINIER RD,713,
13935,22A002650,2018-03-14T04:00:00.000Z,337300,RAINIER RD,713,
13936,22A002660,2008-11-24T05:00:00.000Z,686925,RAINIER RD,711,
13937,22A002660,2009-05-27T04:00:00.000Z,321310,RAINIER RD,711,
13938,22A002660,2015-02-27T05:00:00.000Z,320000,RAINIER RD,711,
13939,22A002660,2018-04-25T04:00:00.000Z,360000,RAINIER RD,711,
13940,22A002670,2009-04-01T04:00:00.000Z,268240,RAINIER RD,709,
13941,22A002670,2008-11-24T05:00:00.000Z,686925,RAINIER RD,709,
13942,22A002680,2014-06-18T04:00:00.000Z,318000,RAINIER RD,707,
13943,22A002680,2009-04-02T04:00:00.000Z,307510,RAINIER RD,707,
13944,22A002680,2008-11-24T05:00:00.000Z,686925,RAINIER RD,707,
13945,22A002690,2008-11-24T05:00:00.000Z,686925,RAINIER RD,705,
13946,22A002690,2009-05-05T04:00:00.000Z,281425,RAINIER RD,705,
13947,22A002700,2018-10-09T04:00:00.000Z,344000,RAINIER RD,920,
13948,22A002700,2007-02-07T05:00:00.000Z,577600,RAINIER RD,920,
13949,22A002700,2007-07-05T04:00:00.000Z,353280,RAINIER RD,920,
13950,22A002701,2008-11-24T05:00:00.000Z,686925,RAINIER RD,703,
13951,22A002701,2016-07-01T04:00:00.000Z,305000,RAINIER RD,703,
13952,22A002701,2009-04-01T04:00:00.000Z,258690,RAINIER RD,703,
13953,22A002710,2009-03-27T04:00:00.000Z,355770,RAINIER RD,701,
13954,22A002710,2008-11-24T05:00:00.000Z,686925,RAINIER RD,701,
13955,22A002720,2012-10-01T04:00:00.000Z,226010,RAINIER RD,843,
13956,22A002720,2007-08-15T04:00:00.000Z,324884,RAINIER RD,843,
13957,22A002720,2007-04-26T04:00:00.000Z,433200,RAINIER RD,843,
13958,22A002730,2007-08-16T04:00:00.000Z,311486,RAINIER RD,841,
13959,22A002730,2007-04-26T04:00:00.000Z,433200,RAINIER RD,841,
13960,22A002740,2007-04-26T04:00:00.000Z,433200,RAINIER RD,839,
13961,22A002740,2007-08-15T04:00:00.000Z,300230,RAINIER RD,839,
13962,22A002740,2015-04-27T04:00:00.000Z,295000,RAINIER RD,839,
13963,22A002750,2007-04-26T04:00:00.000Z,433200,RAINIER RD,837,
13964,22A002750,2012-08-14T04:00:00.000Z,0,RAINIER RD,837,
13965,22A002750,2007-08-16T04:00:00.000Z,299941,RAINIER RD,837,
13966,22A002760,2007-04-26T04:00:00.000Z,433200,RAINIER RD,835,
13967,22A002760,2016-06-28T04:00:00.000Z,275000,RAINIER RD,835,
13968,22A002760,2007-08-24T04:00:00.000Z,295507,RAINIER RD,835,
13969,22A002770,2007-04-26T04:00:00.000Z,433200,RAINIER RD,833,
13970,22A002770,2009-12-08T05:00:00.000Z,0,RAINIER RD,833,
13971,22A002770,2007-08-27T04:00:00.000Z,315798,RAINIER RD,833,
13972,22A002770,2018-03-29T04:00:00.000Z,355000,RAINIER RD,833,
13973,22A002780,2010-06-01T04:00:00.000Z,329900,RAINIER RD,831,
13974,22A002780,2007-09-26T04:00:00.000Z,320800,RAINIER RD,831,
13975,22A002780,2017-12-21T05:00:00.000Z,350000,RAINIER RD,831,
13976,22A002780,2007-06-18T04:00:00.000Z,433200,RAINIER RD,831,
13977,22A002790,2016-04-28T04:00:00.000Z,310000,RAINIER RD,829,
13978,22A002790,2007-09-28T04:00:00.000Z,300000,RAINIER RD,829,
13979,22A002790,2007-06-18T04:00:00.000Z,433200,RAINIER RD,829,
13980,22A002800,2017-08-17T04:00:00.000Z,332000,RAINIER RD,918,
13981,22A002800,2007-07-02T04:00:00.000Z,341751,RAINIER RD,918,
13982,22A002800,2007-02-07T05:00:00.000Z,577600,RAINIER RD,918,
13983,22A002800,2012-12-06T05:00:00.000Z,0,RAINIER RD,918,
13984,22A002801,2014-06-30T04:00:00.000Z,294000,RAINIER RD,827,
13985,22A002801,2007-10-03T04:00:00.000Z,305028,RAINIER RD,827,
13986,22A002801,2007-06-18T04:00:00.000Z,433200,RAINIER RD,827,
13987,22A002810,2016-06-09T04:00:00.000Z,333000,RAINIER RD,825,
13988,22A002810,2007-06-18T04:00:00.000Z,433200,RAINIER RD,825,
13989,22A002810,2007-10-24T04:00:00.000Z,333850,RAINIER RD,825,
13990,22A002820,2010-07-16T04:00:00.000Z,295000,RAINIER RD,823,
13991,22A002820,2007-06-18T04:00:00.000Z,433200,RAINIER RD,823,
13992,22A002820,2019-03-08T05:00:00.000Z,357000,RAINIER RD,823,
13993,22A002820,2014-05-30T04:00:00.000Z,314400,RAINIER RD,823,
13994,22A002820,2007-10-31T04:00:00.000Z,296825,RAINIER RD,823,
13995,22A002830,2014-05-28T04:00:00.000Z,305000,RAINIER RD,821,
13996,22A002830,2007-12-17T05:00:00.000Z,269990,RAINIER RD,821,
13997,22A002830,2007-06-18T04:00:00.000Z,433200,RAINIER RD,821,
13998,22A002840,2008-03-18T04:00:00.000Z,268318,RAINIER RD,815,
13999,22A002840,2007-11-12T05:00:00.000Z,590800,RAINIER RD,815,
14000,22A002850,2008-04-04T04:00:00.000Z,0,RAINIER RD,813,
14001,22A002850,2015-08-31T04:00:00.000Z,0,RAINIER RD,813,
14002,22A002850,2015-05-01T04:00:00.000Z,311500,RAINIER RD,813,
14003,22A002850,2008-03-19T04:00:00.000Z,286201,RAINIER RD,813,
14004,22A002850,2007-11-12T05:00:00.000Z,590800,RAINIER RD,813,
14005,22A002860,2008-03-26T04:00:00.000Z,305466,RAINIER RD,811,
14006,22A002860,2007-11-12T05:00:00.000Z,590800,RAINIER RD,811,
14007,22A002860,2017-04-20T04:00:00.000Z,365000,RAINIER RD,811,
14008,22A002870,2007-11-12T05:00:00.000Z,590800,RAINIER RD,809,
14009,22A002870,2008-03-26T04:00:00.000Z,272428,RAINIER RD,809,
14010,22A002870,2016-11-21T05:00:00.000Z,0,RAINIER RD,809,
14011,22A002880,2009-10-13T04:00:00.000Z,0,RAINIER RD,807,
14012,22A002880,2013-05-10T04:00:00.000Z,0,RAINIER RD,807,
14013,22A002880,2008-04-02T04:00:00.000Z,299188,RAINIER RD,807,
14014,22A002880,2013-05-10T04:00:00.000Z,0,RAINIER RD,807,
14015,22A002880,2007-11-12T05:00:00.000Z,590800,RAINIER RD,807,
14016,22A002890,2008-04-01T04:00:00.000Z,272686,RAINIER RD,805,
14017,22A002890,2009-10-30T04:00:00.000Z,308500,RAINIER RD,805,
14018,22A002890,2007-11-12T05:00:00.000Z,590800,RAINIER RD,805,
14019,22A002900,2007-11-29T05:00:00.000Z,344002,RAINIER RD,916,
14020,22A002900,2007-07-20T04:00:00.000Z,649800,RAINIER RD,916,
14021,22A002901,2014-07-31T04:00:00.000Z,294500,RAINIER RD,803,
14022,22A002901,2008-03-27T04:00:00.000Z,312427,RAINIER RD,803,
14023,22A002901,2007-11-12T05:00:00.000Z,590800,RAINIER RD,803,
14024,22A002910,2007-11-12T05:00:00.000Z,590800,RAINIER RD,801,
14025,22A002910,2012-05-31T04:00:00.000Z,270450,RAINIER RD,801,
14026,22A002910,2016-06-16T04:00:00.000Z,310000,RAINIER RD,801,
14027,22A002910,2008-04-15T04:00:00.000Z,277341,RAINIER RD,801,
14028,22A002920,2007-05-09T04:00:00.000Z,316240,RAINIER RD,925,
14029,22A002920,2007-01-11T05:00:00.000Z,216600,RAINIER RD,925,
14030,22A002920,2013-08-21T04:00:00.000Z,315000,RAINIER RD,925,
14031,22A002930,2007-05-02T04:00:00.000Z,306380,RAINIER RD,923,
14032,22A002930,2007-01-11T05:00:00.000Z,216600,RAINIER RD,923,
14033,22A002930,2014-05-29T04:00:00.000Z,302000,RAINIER RD,923,
14034,22A002940,2012-02-22T05:00:00.000Z,0,RAINIER RD,921,
14035,22A002940,2007-05-08T04:00:00.000Z,330000,RAINIER RD,921,
14036,22A002940,2014-12-19T05:00:00.000Z,0,RAINIER RD,921,
14037,22A002940,2007-01-11T05:00:00.000Z,216600,RAINIER RD,921,
14038,22A002940,2017-08-01T04:00:00.000Z,325000,RAINIER RD,921,
14039,22A002A00,2007-04-03T04:00:00.000Z,541347,RAINIER RD,600,
14040,22A002A00,2006-12-05T05:00:00.000Z,108400,RAINIER RD,600,
14041,22A002AA0,2015-11-05T05:00:00.000Z,0,BING LN,0,
14042,22A002AA0,2011-08-03T04:00:00.000Z,0,BING LN,0,
14043,22A002AA0,2016-02-05T05:00:00.000Z,0,BING LN,0,
14044,22A002B00,2014-06-27T04:00:00.000Z,369500,RAINIER RD,602,
14045,22A002B00,2007-08-09T04:00:00.000Z,355765,RAINIER RD,602,
14046,22A002B00,2007-05-14T04:00:00.000Z,108400,RAINIER RD,602,
14047,22A002C00,2007-05-01T04:00:00.000Z,439430,RAINIER RD,604,
14048,22A002C00,2007-01-11T05:00:00.000Z,108400,RAINIER RD,604,
14049,22A002D00,2012-09-04T04:00:00.000Z,404000,RAINIER RD,606,
14050,22A002D00,2007-07-26T04:00:00.000Z,455655,RAINIER RD,606,
14051,22A002D00,2007-04-16T04:00:00.000Z,325200,RAINIER RD,606,
14052,22A002E00,2016-12-08T05:00:00.000Z,475000,RAINIER RD,608,
14053,22A002E00,2007-04-16T04:00:00.000Z,325200,RAINIER RD,608,
14054,22A002E00,2007-07-25T04:00:00.000Z,437337,RAINIER RD,608,
14055,22A002F00,2009-02-03T05:00:00.000Z,350000,RAINIER RD,610,
14056,22A002F00,2007-04-16T04:00:00.000Z,325200,RAINIER RD,610,
14057,22A002F00,2007-07-23T04:00:00.000Z,463500,RAINIER RD,610,
14058,22A002F00,2008-11-17T05:00:00.000Z,433285,RAINIER RD,610,
14059,22A002G00,2007-11-08T05:00:00.000Z,518253,RAINIER RD,612,
14060,22A002G00,2008-12-11T05:00:00.000Z,0,RAINIER RD,612,
14061,22A002G00,2007-06-13T04:00:00.000Z,325200,RAINIER RD,612,
14062,22A002H00,2007-12-19T05:00:00.000Z,367946,RAINIER RD,614,
14063,22A002H00,2007-08-02T04:00:00.000Z,108400,RAINIER RD,614,
14064,22A002H00,2014-11-06T05:00:00.000Z,370000,RAINIER RD,614,
14065,22A002I00,2007-06-13T04:00:00.000Z,325200,RAINIER RD,616,
14066,22A002I00,2007-08-28T04:00:00.000Z,415250,RAINIER RD,616,
14067,22A002I00,2010-06-21T04:00:00.000Z,0,RAINIER RD,616,
14068,22A002J00,2007-09-26T04:00:00.000Z,395340,RAINIER RD,618,
14069,22A002J00,2007-06-13T04:00:00.000Z,325200,RAINIER RD,618,
14070,22A002K00,2007-05-02T04:00:00.000Z,108400,RAINIER RD,620,
14071,22A002K00,2019-02-08T05:00:00.000Z,472000,RAINIER RD,620,
14072,22A002K00,2007-08-08T04:00:00.000Z,592283,RAINIER RD,620,
14073,22A002L00,2009-02-24T05:00:00.000Z,413345,RAINIER RD,626,
14074,22A002L00,2008-10-09T04:00:00.000Z,113400,RAINIER RD,626,
14075,22A002M00,2007-12-21T05:00:00.000Z,369990,RAINIER RD,628,
14076,22A002M00,2007-08-08T04:00:00.000Z,216800,RAINIER RD,628,
14077,22A002N00,2007-09-19T04:00:00.000Z,109400,RAINIER RD,630,
14078,22A002N00,2008-01-30T05:00:00.000Z,425000,RAINIER RD,630,
14079,22A002N00,2016-08-02T04:00:00.000Z,448000,RAINIER RD,630,
14080,22A002O00,2015-07-31T04:00:00.000Z,0,RAINIER RD,632,
14081,22A002O00,2008-08-04T04:00:00.000Z,399483,RAINIER RD,632,
14082,22A002O00,2015-07-31T04:00:00.000Z,403000,RAINIER RD,632,
14083,22A002O00,2008-04-15T04:00:00.000Z,111400,RAINIER RD,632,
14084,22A002P00,2015-05-28T04:00:00.000Z,435000,RAINIER RD,634,
14085,22A002P00,2018-06-11T04:00:00.000Z,480000,RAINIER RD,634,
14086,22A002P00,2007-11-29T05:00:00.000Z,467575,RAINIER RD,634,
14087,22A002P00,2007-08-08T04:00:00.000Z,108400,RAINIER RD,634,
14088,22A002Q00,2007-11-15T05:00:00.000Z,220800,RAINIER RD,700,
14089,22A002Q00,2008-03-04T05:00:00.000Z,486738,RAINIER RD,700,
14090,22A002Q00,2011-01-18T05:00:00.000Z,0,RAINIER RD,700,
14091,22A002R00,2015-04-28T04:00:00.000Z,437000,RAINIER RD,702,
14092,22A002R00,2007-11-26T05:00:00.000Z,452242,RAINIER RD,702,
14093,22A002R00,2007-08-08T04:00:00.000Z,216800,RAINIER RD,702,
14094,22A002S00,2008-05-02T04:00:00.000Z,111400,RAINIER RD,704,
14095,22A002S00,2009-04-01T04:00:00.000Z,322162,RAINIER RD,704,
14096,22A002T00,2007-10-19T04:00:00.000Z,510709,RAINIER RD,706,
14097,22A002T00,2007-07-20T04:00:00.000Z,108400,RAINIER RD,706,
14098,22A002U00,2013-08-21T04:00:00.000Z,410000,RAINIER RD,708,
14099,22A002U00,2007-12-13T05:00:00.000Z,427577,RAINIER RD,708,
14100,22A002U00,2007-08-22T04:00:00.000Z,109400,RAINIER RD,708,
14101,22A002V00,2014-05-15T04:00:00.000Z,440000,RAINIER RD,710,
14102,22A002V00,2007-11-13T05:00:00.000Z,110400,RAINIER RD,710,
14103,22A002V00,2008-02-04T05:00:00.000Z,423649,RAINIER RD,710,
14104,22A002W00,2007-11-15T05:00:00.000Z,220800,RAINIER RD,712,
14105,22A002W00,2014-06-18T04:00:00.000Z,395000,RAINIER RD,712,
14106,22A002W00,2008-05-01T04:00:00.000Z,389985,RAINIER RD,712,
14107,22A003000,2010-12-30T05:00:00.000Z,0,CHERRY AVE-SHAMROCK RD,0,
14108,22A003000,2015-11-05T05:00:00.000Z,0,CHERRY AVE-SHAMROCK RD,0,
14109,22A003000,2005-08-11T04:00:00.000Z,5409740,CHERRY AVE-SHAMROCK RD,0,
14110,22A003000,1966-06-27T04:00:00.000Z,250000,CHERRY AVE-SHAMROCK RD,0,
14111,22A003000,2005-08-11T04:00:00.000Z,5409740,CHERRY AVE-SHAMROCK RD,0,
14112,22A003000,2003-06-11T04:00:00.000Z,3825000,CHERRY AVE-SHAMROCK RD,0,
14113,22A003000,1973-06-19T04:00:00.000Z,0,CHERRY AVE-SHAMROCK RD,0,
14114,22A003000,2015-11-05T05:00:00.000Z,0,CHERRY AVE-SHAMROCK RD,0,
14115,22A003000,2015-11-05T05:00:00.000Z,0,CHERRY AVE-SHAMROCK RD,0,
14116,22A003100,2006-09-11T04:00:00.000Z,112500,VILLAGE RD,833,
14117,22A003100,2007-03-21T04:00:00.000Z,450000,VILLAGE RD,833,
14118,22A003100,2015-05-07T04:00:00.000Z,410000,VILLAGE RD,833,
14119,22A003100,2011-11-16T05:00:00.000Z,396625,VILLAGE RD,833,
14120,22A003100,2016-07-22T04:00:00.000Z,0,VILLAGE RD,833,
14121,22A003101,2010-08-06T04:00:00.000Z,460000,VILLAGE RD,815,
14122,22A003101,2010-03-19T04:00:00.000Z,40000,VILLAGE RD,815,
14123,22A003101,2007-10-01T04:00:00.000Z,117500,VILLAGE RD,815,
14124,22A003110,2006-11-29T05:00:00.000Z,589900,VILLAGE RD,811,
14125,22A003110,2016-07-19T04:00:00.000Z,582000,VILLAGE RD,811,
14126,22A003110,2006-01-25T05:00:00.000Z,550000,VILLAGE RD,811,
14127,22A003120,2012-11-01T04:00:00.000Z,0,VILLAGE RD,809,
14128,22A003120,2006-01-25T05:00:00.000Z,550000,VILLAGE RD,809,
14129,22A003120,2006-09-21T04:00:00.000Z,479900,VILLAGE RD,809,
14130,22A003120,2012-04-12T04:00:00.000Z,405000,VILLAGE RD,809,
14131,22A003120,2014-12-18T05:00:00.000Z,405000,VILLAGE RD,809,
14132,22A003120,2016-01-19T05:00:00.000Z,457500,VILLAGE RD,809,
14133,22A003130,2006-06-01T04:00:00.000Z,111250,VILLAGE RD,807,
14134,22A003130,2007-06-12T04:00:00.000Z,499900,VILLAGE RD,807,
14135,22A003140,2018-07-30T04:00:00.000Z,575000,VILLAGE RD,802,
14136,22A003140,2006-10-26T04:00:00.000Z,531095,VILLAGE RD,802,
14137,22A003140,2006-01-25T05:00:00.000Z,550000,VILLAGE RD,802,
14138,22A003150,2007-10-26T04:00:00.000Z,412000,VILLAGE RD,804,
14139,22A003150,2006-09-28T04:00:00.000Z,112500,VILLAGE RD,804,
14140,22A003150,2015-04-17T04:00:00.000Z,420000,VILLAGE RD,804,
14141,22A003160,2014-07-01T04:00:00.000Z,420000,VILLAGE RD,806,
14142,22A003160,2007-06-25T04:00:00.000Z,477730,VILLAGE RD,806,
14143,22A003160,2009-07-27T04:00:00.000Z,468000,VILLAGE RD,806,
14144,22A003160,2011-11-29T05:00:00.000Z,434500,VILLAGE RD,806,
14145,22A003160,2006-10-26T04:00:00.000Z,112500,VILLAGE RD,806,
14146,22A003160,2017-07-12T04:00:00.000Z,470000,VILLAGE RD,806,
14147,22A003170,2012-01-25T05:00:00.000Z,430000,VILLAGE RD,808,
14148,22A003170,2007-06-27T04:00:00.000Z,441460,VILLAGE RD,808,
14149,22A003170,2006-11-30T05:00:00.000Z,113750,VILLAGE RD,808,
14150,22A003180,2008-02-28T05:00:00.000Z,615547,VILLAGE RD,810,
14151,22A003180,2007-03-01T05:00:00.000Z,115000,VILLAGE RD,810,
14152,22A003190,2006-12-28T05:00:00.000Z,113750,VILLAGE RD,812,
14153,22A003190,2008-06-20T04:00:00.000Z,488660,VILLAGE RD,812,
14154,22A003200,2006-08-31T04:00:00.000Z,112500,VILLAGE RD,831,
14155,22A003200,2018-07-09T04:00:00.000Z,582000,VILLAGE RD,831,
14156,22A003200,2007-01-24T05:00:00.000Z,533250,VILLAGE RD,831,
14157,22A003201,2007-01-29T05:00:00.000Z,113750,VILLAGE RD,814,
14158,22A003201,2015-05-22T04:00:00.000Z,535000,VILLAGE RD,814,
14159,22A003201,2008-07-03T04:00:00.000Z,530030,VILLAGE RD,814,
14160,22A003210,2010-03-22T04:00:00.000Z,538120,VILLAGE RD,816,
14161,22A003210,2009-10-27T04:00:00.000Z,40000,VILLAGE RD,816,
14162,22A003210,2007-04-02T04:00:00.000Z,115000,VILLAGE RD,816,
14163,22A003220,2007-08-30T04:00:00.000Z,117500,VILLAGE RD,818,
14164,22A003220,2008-10-30T04:00:00.000Z,532423,VILLAGE RD,818,
